OTU_ID,Kingdom,Phyla,Class,Order,Family,Genus,Species
2669164,k__Bacteria, p__Proteobacteria, c__Deltaproteobacteria, o__Myxococcales, f__, g__, s__
225788,k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__, f__, g__, s__
3850831,k__Bacteria, p__Planctomycetes, c__Planctomycetia, o__Pirellulales, f__Pirellulaceae, g__, s__
3726190,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Thiotrichales, f__Piscirickettsiaceae, g__, s__
156032,k__Bacteria, p__Acidobacteria, c__Acidobacteriia, o__Acidobacteriales, f__Koribacteraceae, g__Candidatus Koribacter, s__
222665,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodospirillales, f__Acetobacteraceae, g__, s__
156035,k__Bacteria, p__Bacteroidetes, c__[Saprospirae], o__[Saprospirales], f__Chitinophagaceae, g__Segetibacter, s__
4394973,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Thiotrichales, f__Piscirickettsiaceae, g__Methylophaga, s__
4461639,k__Bacteria, p__Chloroflexi, c__Anaerolineae, o__SBR1031, f__A4b, g__, s__
4310474,k__Bacteria, p__Nitrospirae, c__Nitrospira, o__Nitrospirales, f__Nitrospiraceae, g__, s__
4310475,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Hyphomicrobiaceae, g__Pedomicrobium, s__
178451,k__Bacteria, p__Proteobacteria, c__Deltaproteobacteria, o__Myxococcales, f__, g__, s__
1106667,k__Bacteria, p__Verrucomicrobia, c__[Pedosphaerae], o__[Pedosphaerales], f__Ellin515, g__, s__
359103,k__Bacteria, p__Firmicutes, c__Bacilli, o__Bacillales, f__Bacillaceae, g__Geobacillus, s__
4397254,k__Bacteria, p__OP11, c__OP11-2, o__KD3-145, f__, g__, s__
4407397,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__, g__, s__
774561,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Micrococcaceae, g__Microbispora, s__rosea
4397258,k__Bacteria, p__Acidobacteria, c__[Chloracidobacteria], o__RB41, f__Ellin6075, g__, s__
7184,k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__Burkholderiales, f__Burkholderiaceae, g__Pandoraea, s__
1644032,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__SB-1, g__, s__
1134873,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Thiotrichales, f__Piscirickettsiaceae, g__, s__
1989891,k__Bacteria, p__Proteobacteria, c__Deltaproteobacteria, o__, f__, g__, s__
1040114,k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__Burkholderiales, f__Comamonadaceae, g__Limnohabitans, s__
4323376,k__Bacteria, p__Proteobacteria, c__TA18, o__PHOS-HD29, f__, g__, s__
4453148,k__Bacteria, p__Proteobacteria, c__Epsilonproteobacteria, o__Campylobacterales, f__Helicobacteraceae, g__, s__
4323374,k__Bacteria, p__Firmicutes, c__Bacilli, o__Bacillales, f__Paenibacillaceae, g__Paenibacillus, s__
356640,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodospirillales, f__Rhodospirillaceae, g__, s__
4371218,k__Bacteria, p__Planctomycetes, c__Planctomycetia, o__Pirellulales, f__Pirellulaceae, g__, s__
91688,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodospirillales, f__Acetobacteraceae, g__, s__
4474780,k__Bacteria, p__Proteobacteria, c__Deltaproteobacteria, o__Myxococcales, f__Haliangiaceae, g__, s__
1122078,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__, g__, s__
12836,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Micromonosporaceae, g__Couchioplanes, s__caeruleus
1584969,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Beijerinckiaceae, g__, s__
241999,k__Bacteria, p__Verrucomicrobia, c__[Pedosphaerae], o__[Pedosphaerales], f__, g__, s__
8016,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Legionellales, f__Coxiellaceae, g__Coxiella, s__
4409730,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Peptostreptococcaceae, g__, s__
1122072,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Methylococcales, f__Methylococcaceae, g__Methylomicrobium, s__
8010,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Legionellales, f__Legionellaceae, g__Legionella, s__jamestowniensis
3703605,k__Bacteria, p__Bacteroidetes, c__Cytophagia, o__Cytophagales, f__Flammeovirgaceae, g__, s__
224255,k__Bacteria, p__Proteobacteria, c__Deltaproteobacteria, o__Spirobacillales, f__, g__, s__
813023,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__, g__, s__
4467002,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Sphingomonadales, f__Erythrobacteraceae, g__, s__
200046,k__Bacteria, p__Actinobacteria, c__Thermoleophilia, o__Gaiellales, f__Gaiellaceae, g__, s__
4353578,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Enterobacteriales, f__Enterobacteriaceae, g__Ecksteinia, s__adelgidicola
151957,k__Bacteria, p__Acidobacteria, c__Acidobacteriia, o__Acidobacteriales, f__Koribacteraceae, g__Candidatus Koribacter, s__
746436,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Sphingomonadales, f__Sphingomonadaceae, g__Sphingomonas, s__
577345,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Veillonellaceae, g__G07, s__
335355,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Methylococcales, f__, g__, s__
3482979,k__Bacteria, p__Firmicutes, c__Bacilli, o__Bacillales, f__Bacillaceae, g__, s__
4330963,k__Bacteria, p__Proteobacteria, c__Deltaproteobacteria, o__Myxococcales, f__, g__, s__
975124,k__Bacteria, p__Armatimonadetes, c__[Fimbriimonadia], o__[Fimbriimonadales], f__[Fimbriimonadaceae], g__Fimbriimonas, s__
865778,k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__Burkholderiales, f__, g__, s__
4354407,k__Bacteria, p__Proteobacteria, c__Deltaproteobacteria, o__Desulfobacterales, f__Desulfobacteraceae, g__, s__
182912,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Pseudomonadales, f__Pseudomonadaceae, g__Pseudomonas, s__
576348,k__Bacteria, p__Cyanobacteria, c__Oscillatoriophycideae, o__Chroococcales, f__Cyanobacteriaceae, g__Cyanobacterium, s__
374923,k__Bacteria, p__Bacteroidetes, c__VC2_1_Bac22, o__, f__, g__, s__
977144,k__Bacteria, p__Proteobacteria, c__Deltaproteobacteria, o__Desulfuromonadales, f__Geobacteraceae, g__Geobacter, s__
886061,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Sphingomonadales, f__Sphingomonadaceae, g__Sphingomonas, s__wittichii
4355809,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Thermomonosporaceae, g__, s__
4339819,k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__Rhodocyclales, f__Rhodocyclaceae, g__Dechloromonas, s__
692157,k__Bacteria, p__Planctomycetes, c__Planctomycetia, o__Pirellulales, f__Pirellulaceae, g__, s__
838300,k__Bacteria, p__Proteobacteria, c__Deltaproteobacteria, o__Syntrophobacterales, f__Syntrophobacteraceae, g__, s__
543818,k__Bacteria, p__Acidobacteria, c__Solibacteres, o__Solibacterales, f__Solibacteraceae, g__Candidatus Solibacter, s__
3815760,k__Bacteria, p__Bacteroidetes, c__[Saprospirae], o__[Saprospirales], f__Chitinophagaceae, g__Flavisolibacter, s__
4342517,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__, g__, s__
1119470,k__Bacteria, p__Actinobacteria, c__Acidimicrobiia, o__Acidimicrobiales, f__, g__, s__
1137219,k__Bacteria, p__Proteobacteria, c__Deltaproteobacteria, o__[Entotheonellales], f__[Entotheonellaceae], g__Candidatus Entotheonella, s__
4345232,k__Bacteria, p__Spirochaetes, c__[Leptospirae], o__[Leptospirales], f__Sediment-4, g__SJA-88, s__
816268,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Alteromonadales, f__OM60, g__, s__
131476,k__Bacteria, p__Proteobacteria, c__Deltaproteobacteria, o__Myxococcales, f__, g__, s__
223286,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodospirillales, f__Acetobacteraceae, g__, s__
673020,k__Bacteria, p__Chlorobi, c__BSV26, o__PK329, f__, g__, s__
546824,k__Bacteria, p__Acidobacteria, c__Solibacteres, o__Solibacterales, f__Solibacteraceae, g__Candidatus Solibacter, s__
4319212,k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__A21b, f__EB1003, g__, s__
4420056,k__Bacteria, p__Proteobacteria, c__Deltaproteobacteria, o__Myxococcales, f__, g__, s__
1068936,k__Bacteria, p__Actinobacteria, c__Acidimicrobiia, o__Acidimicrobiales, f__, g__, s__
558915,k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__Burkholderiales, f__Burkholderiaceae, g__, s__
159548,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodospirillales, f__Rhodospirillaceae, g__, s__
159549,k__Bacteria, p__TM6, c__SJA-4, o__, f__, g__, s__
310532,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Phyllobacteriaceae, g__Aquamicrobium, s__aerolatum
1108912,k__Bacteria, p__Gemmatimonadetes, c__Gemmatimonadetes, o__Ellin5290, f__, g__, s__
1107230,k__Bacteria, p__Proteobacteria, c__Deltaproteobacteria, o__Desulfuromonadales, f__Desulfuromonadaceae, g__, s__
159543,k__Bacteria, p__Planctomycetes, c__Phycisphaerae, o__Phycisphaerales, f__, g__, s__
3605820,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__, g__, s__
553485,k__Bacteria, p__Proteobacteria, c__Deltaproteobacteria, o__Myxococcales, f__Haliangiaceae, g__, s__
160882,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodospirillales, f__Rhodospirillaceae, g__, s__
304223,k__Bacteria, p__Elusimicrobia, c__Elusimicrobia, o__IIb, f__, g__, s__
130872,k__Bacteria, p__Firmicutes, c__Clostridia, o__OPB54, f__, g__, s__
130877,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Sphingomonadales, f__Sphingomonadaceae, g__Novosphingobium, s__
1124123,k__Bacteria, p__Actinobacteria, c__Thermoleophilia, o__Solirubrobacterales, f__Solirubrobacteraceae, g__Solirubrobacter, s__
813035,k__Bacteria, p__Chloroflexi, c__Anaerolineae, o__WCHB1-50, f__, g__, s__
277908,k__Bacteria, p__Planctomycetes, c__Phycisphaerae, o__Pla1, f__, g__, s__
313946,k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__Burkholderiales, f__Oxalobacteraceae, g__, s__
15001,k__Bacteria, p__Firmicutes, c__Bacilli, o__Bacillales, f__Planococcaceae, g__Ureibacillus, s__
4378793,k__Bacteria, p__Proteobacteria, c__, o__, f__, g__, s__
155408,k__Bacteria, p__Acidobacteria, c__Acidobacteriia, o__Acidobacteriales, f__Koribacteraceae, g__, s__
1135669,k__Bacteria, p__Proteobacteria, c__Deltaproteobacteria, o__Myxococcales, f__Haliangiaceae, g__, s__
1800149,k__Bacteria, p__Planctomycetes, c__OM190, o__agg27, f__, g__, s__
4441232,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__, g__, s__
3330580,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Xanthomonadales, f__Xanthomonadaceae, g__Stenotrophomonas, s__
73076,k__Bacteria, p__OP8, c__OP8_1, o__SHA-124, f__, g__, s__
125374,k__Bacteria, p__Actinobacteria, c__Acidimicrobiia, o__Acidimicrobiales, f__, g__, s__
562471,k__Bacteria, p__Acidobacteria, c__Acidobacteria-6, o__iii1-15, f__, g__, s__
267505,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__, s__
4444623,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__, f__, g__, s__
4444622,k__Bacteria, p__Chloroflexi, c__S085, o__, f__, g__, s__
350772,k__Bacteria, p__Verrucomicrobia, c__Opitutae, o__Opitutales, f__Opitutaceae, g__Opitutus, s__
169373,k__Bacteria, p__Firmicutes, c__Clostridia, o__BSA2B-08, f__, g__, s__
4483172,k__Bacteria, p__Proteobacteria, c__Deltaproteobacteria, o__Desulfuromonadales, f__Geobacteraceae, g__Geobacter, s__
816002,k__Bacteria, p__Verrucomicrobia, c__Verruco-5, o__WCHB1-41, f__, g__, s__
545550,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Legionellales, f__, g__, s__
249693,k__Bacteria, p__Bacteroidetes, c__Cytophagia, o__Cytophagales, f__Cytophagaceae, g__, s__
551422,k__Bacteria, p__Actinobacteria, c__Coriobacteriia, o__Coriobacteriales, f__Coriobacteriaceae, g__, s__
4400615,k__Bacteria, p__Bacteroidetes, c__[Saprospirae], o__[Saprospirales], f__Chitinophagaceae, g__Flavisolibacter, s__
4365344,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Hyphomicrobiaceae, g__Devosia, s__
307592,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Methylococcales, f__Methylococcaceae, g__, s__
567307,k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__A21b, f__EB1003, g__, s__
4365343,k__Bacteria, p__Cyanobacteria, c__Chloroplast, o__Chlorophyta, f__Trebouxiophyceae, g__, s__
4326111,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Thiohalorhabdales, f__, g__, s__
3553390,k__Bacteria, p__Chloroflexi, c__Anaerolineae, o__Anaerolineales, f__Anaerolinaceae, g__, s__
4453727,k__Bacteria, p__Proteobacteria, c__Deltaproteobacteria, o__Desulfarculales, f__Desulfarculaceae, g__, s__
3922904,k__Bacteria, p__Acidobacteria, c__Acidobacteria-6, o__iii1-15, f__, g__, s__
4441050,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Chromatiales, f__, g__, s__
4388994,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__, f__, g__, s__
4405643,k__Bacteria, p__Planctomycetes, c__Phycisphaerae, o__WD2101, f__, g__, s__
4405640,k__Bacteria, p__Verrucomicrobia, c__[Pedosphaerae], o__[Pedosphaerales], f__Ellin517, g__, s__
4375012,k__Bacteria, p__Proteobacteria, c__Deltaproteobacteria, o__BPC076, f__, g__, s__
98457,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Hyphomicrobiaceae, g__Rhodoplanes, s__
4375014,k__Bacteria, p__Acidobacteria, c__Solibacteres, o__Solibacterales, f__Solibacteraceae, g__Candidatus Solibacter, s__
4387303,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Streptomycetaceae, g__Streptomyces, s__
578565,k__Bacteria, p__Bacteroidetes, c__[Saprospirae], o__[Saprospirales], f__Chitinophagaceae, g__Flavisolibacter, s__
683458,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Sphingomonadales, f__, g__, s__
189508,k__Bacteria, p__Bacteroidetes, c__[Saprospirae], o__[Saprospirales], f__Chitinophagaceae, g__, s__
670399,k__Bacteria, p__Bacteroidetes, c__[Saprospirae], o__[Saprospirales], f__Chitinophagaceae, g__, s__
222559,k__Bacteria, p__Planctomycetes, c__Phycisphaerae, o__WD2101, f__, g__, s__
740871,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodobacterales, f__Rhodobacteraceae, g__Paracoccus, s__
3182953,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodospirillales, f__Rhodospirillaceae, g__, s__
1142257,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Microbacteriaceae, g__Agrococcus, s__jenensis
3142375,k__Bacteria, p__Actinobacteria, c__Thermoleophilia, o__Gaiellales, f__Gaiellaceae, g__, s__
207732,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Legionellales, f__Coxiellaceae, g__, s__
4356131,k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__Methylophilales, f__Methylophilaceae, g__Methylotenera, s__mobilis
4353904,k__Bacteria, p__Proteobacteria, c__Deltaproteobacteria, o__Myxococcales, f__, g__, s__
4419154,k__Bacteria, p__Acidobacteria, c__Acidobacteria-6, o__iii1-15, f__mb2424, g__, s__
828431,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__, g__, s__
539862,k__Bacteria, p__Proteobacteria, c__Deltaproteobacteria, o__Myxococcales, f__, g__, s__
295119,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__, g__, s__
3241355,k__Bacteria, p__Cyanobacteria, c__4C0d-2, o__MLE1-12, f__, g__, s__
589189,k__Bacteria, p__Planctomycetes, c__Planctomycetia, o__Planctomycetales, f__Planctomycetaceae, g__Planctomyces, s__
325776,k__Bacteria, p__Bacteroidetes, c__[Saprospirae], o__[Saprospirales], f__Chitinophagaceae, g__, s__
1133067,k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__Ellin6067, f__, g__, s__
4419158,k__Bacteria, p__Acidobacteria, c__Acidobacteria-6, o__, f__, g__, s__
755250,k__Bacteria, p__Armatimonadetes, c__[Fimbriimonadia], o__[Fimbriimonadales], f__[Fimbriimonadaceae], g__Fimbriimonas, s__
220201,k__Bacteria, p__Acidobacteria, c__Acidobacteriia, o__Acidobacteriales, f__Koribacteraceae, g__Candidatus Koribacter, s__versatilis
1131482,k__Bacteria, p__Gemmatimonadetes, c__Gemmatimonadetes, o__, f__, g__, s__
573664,k__Bacteria, p__Spirochaetes, c__MVP-15, o__PL-11B10, f__, g__, s__
4437901,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__, g__, s__
4437455,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Oceanospirillales, f__, g__, s__
533472,k__Bacteria, p__Acidobacteria, c__Solibacteres, o__Solibacterales, f__, g__, s__
4357989,k__Bacteria, p__Bacteroidetes, c__[Saprospirae], o__[Saprospirales], f__Saprospiraceae, g__, s__
1110139,k__Bacteria, p__Bacteroidetes, c__At12OctB3, o__, f__, g__, s__
326873,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Xanthomonadales, f__Xanthomonadaceae, g__, s__
1137962,k__Bacteria, p__Chloroflexi, c__Anaerolineae, o__DRC31, f__, g__, s__
678475,k__Bacteria, p__Acidobacteria, c__Acidobacteria-6, o__iii1-15, f__, g__, s__
817606,k__Bacteria, p__Nitrospirae, c__Nitrospira, o__Nitrospirales, f__Nitrospiraceae, g__, s__
215113,k__Bacteria, p__Acidobacteria, c__Acidobacteriia, o__Acidobacteriales, f__Koribacteraceae, g__, s__
572434,k__Bacteria, p__Acidobacteria, c__Acidobacteriia, o__Acidobacteriales, f__Koribacteraceae, g__, s__
4327995,k__Bacteria, p__Bacteroidetes, c__[Saprospirae], o__[Saprospirales], f__Chitinophagaceae, g__, s__
309422,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodospirillales, f__Rhodospirillaceae, g__, s__
237735,k__Bacteria, p__Actinobacteria, c__Acidimicrobiia, o__Acidimicrobiales, f__, g__, s__
4472707,k__Bacteria, p__Chloroflexi, c__Anaerolineae, o__envOPS12, f__, g__, s__
824446,k__Bacteria, p__Nitrospirae, c__Nitrospira, o__Nitrospirales, f__[Thermodesulfovibrionaceae], g__GOUTA19, s__
959195,k__Bacteria, p__Gemmatimonadetes, c__Gemmatimonadetes, o__Gemmatimonadales, f__Ellin5301, g__, s__
582668,k__Bacteria, p__Cyanobacteria, c__4C0d-2, o__MLE1-12, f__, g__, s__
570191,k__Bacteria, p__Acidobacteria, c__Acidobacteria-6, o__CCU21, f__, g__, s__
235594,k__Bacteria, p__Acidobacteria, c__[Chloracidobacteria], o__RB41, f__, g__, s__
665877,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__, g__, s__
515986,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Methylocystaceae, g__, s__
4343392,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Sphingomonadales, f__Sphingomonadaceae, g__, s__
1126613,k__Bacteria, p__Bacteroidetes, c__[Saprospirae], o__[Saprospirales], f__Saprospiraceae, g__, s__
1143255,k__Bacteria, p__Proteobacteria, c__Deltaproteobacteria, o__Syntrophobacterales, f__Syntrophobacteraceae, g__Syntrophobacter, s__
647790,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Methylocystaceae, g__, s__
4324955,k__Bacteria, p__Proteobacteria, c__Deltaproteobacteria, o__Syntrophobacterales, f__Syntrophobacteraceae, g__Syntrophobacter, s__
809666,k__Bacteria, p__Proteobacteria, c__TA18, o__PHOS-HD29, f__, g__, s__
4362696,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__GZKB119, g__, s__
4409930,k__Bacteria, p__Acidobacteria, c__Acidobacteria-6, o__iii1-15, f__, g__, s__
4366199,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__, g__, s__
870047,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Alteromonadales, f__OM60, g__, s__
824997,k__Bacteria, p__Gemmatimonadetes, c__Gemm-1, o__, f__, g__, s__
4409939,k__Bacteria, p__Acidobacteria, c__Acidobacteria-6, o__iii1-15, f__, g__, s__
371783,k__Bacteria, p__Actinobacteria, c__Thermoleophilia, o__Solirubrobacterales, f__Solirubrobacteraceae, g__, s__
4431018,k__Bacteria, p__Actinobacteria, c__Thermoleophilia, o__Solirubrobacterales, f__Conexibacteraceae, g__, s__
99508,k__Bacteria, p__Firmicutes, c__Bacilli, o__Turicibacterales, f__Turicibacteraceae, g__Turicibacter, s__
180033,k__Bacteria, p__Acidobacteria, c__Acidobacteria-6, o__iii1-15, f__, g__, s__
4415360,k__Bacteria, p__Acidobacteria, c__Acidobacteriia, o__Acidobacteriales, f__Koribacteraceae, g__, s__
4359316,k__Bacteria, p__Bacteroidetes, c__Cytophagia, o__Cytophagales, f__Cytophagaceae, g__Spirosoma, s__
812809,k__Bacteria, p__Acidobacteria, c__Acidobacteria-5, o__, f__, g__, s__
152090,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodospirillales, f__Acetobacteraceae, g__, s__
4415366,k__Bacteria, p__Planctomycetes, c__Phycisphaerae, o__WD2101, f__, g__, s__
1013060,k__Bacteria, p__Actinobacteria, c__Acidimicrobiia, o__Acidimicrobiales, f__EB1017, g__, s__
4321627,k__Bacteria, p__Proteobacteria, c__Deltaproteobacteria, o__Myxococcales, f__, g__, s__
357342,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__, g__, s__
812801,k__Bacteria, p__Acidobacteria, c__Acidobacteria-6, o__iii1-15, f__, g__, s__
