OTU_ID,Kingdom,Phyla,Class,Order,Family,Genus,Species
1133855,k__Bacteria, p__Proteobacteria, c__Deltaproteobacteria, o__Myxococcales, f__, g__, s__
2025460,k__Bacteria, p__Actinobacteria, c__Thermoleophilia, o__Solirubrobacterales, f__, g__, s__
4464189,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodospirillales, f__Rhodospirillaceae, g__, s__
1138804,k__Bacteria, p__OP3, c__koll11, o__GIF10, f__kpj58rc, g__, s__
4309488,k__Bacteria, p__Acidobacteria, c__[Chloracidobacteria], o__RB41, f__, g__, s__
4449710,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__, g__, s__
114244,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodospirillales, f__Rhodospirillaceae, g__, s__
320892,k__Bacteria, p__Bacteroidetes, c__Flavobacteriia, o__Flavobacteriales, f__Flavobacteriaceae, g__Flavobacterium, s__
750487,k__Bacteria, p__Firmicutes, c__Bacilli, o__Bacillales, f__, g__, s__
692246,k__Bacteria, p__Acidobacteria, c__Solibacteres, o__Solibacterales, f__Solibacteraceae, g__Candidatus Solibacter, s__
3138840,k__Bacteria, p__Planctomycetes, c__ODP123, o__T8-B82, f__, g__, s__
680564,k__Bacteria, p__Bacteroidetes, c__Flavobacteriia, o__Flavobacteriales, f__Flavobacteriaceae, g__Flavobacterium, s__
625603,k__Archaea, p__Crenarchaeota, c__Thaumarchaeota, o__Cenarchaeales, f__SAGMA-X, g__, s__
1116472,k__Bacteria, p__OP11, c__WCHB1-64, o__d153, f__, g__, s__
1029922,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Ellin329, f__, g__, s__
542690,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Thiotrichales, f__Thiotrichaceae, g__Thiothrix, s__
160421,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__, s__
143386,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Sphingomonadales, f__Sphingomonadaceae, g__Kaistobacter, s__
3627805,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodobacterales, f__Rhodobacteraceae, g__, s__
881637,k__Bacteria, p__Planctomycetes, c__vadinHA49, o__PHOS-HE93, f__, g__, s__
4344960,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Enterobacteriales, f__Enterobacteriaceae, g__Xenorhabdus, s__nematophila
747417,k__Bacteria, p__Armatimonadetes, c__Armatimonadia, o__FW68, f__, g__, s__
548679,k__Bacteria, p__Firmicutes, c__Bacilli, o__Bacillales, f__Paenibacillaceae, g__Paenibacillus, s__
103732,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Cellulomonadaceae, g__Actinotalea, s__
366851,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Xanthomonadales, f__Sinobacteraceae, g__, s__
236963,k__Bacteria, p__Proteobacteria, c__Deltaproteobacteria, o__Myxococcales, f__, g__, s__
240881,k__Bacteria, p__Actinobacteria, c__Thermoleophilia, o__Gaiellales, f__Gaiellaceae, g__, s__
4307894,k__Bacteria, p__Bacteroidetes, c__Cytophagia, o__Cytophagales, f__Flammeovirgaceae, g__Roseivirga, s__
4430781,k__Bacteria, p__Chloroflexi, c__Anaerolineae, o__Anaerolineales, f__Anaerolinaceae, g__, s__
228045,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__Marinilabiaceae, g__, s__
4294447,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Peptococcaceae, g__Desulfosporosinus, s__meridiei
512121,k__Bacteria, p__Armatimonadetes, c__0319-6E2, o__, f__, g__, s__
400253,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Microbacteriaceae, g__, s__
4436708,k__Bacteria, p__Proteobacteria, c__Deltaproteobacteria, o__MIZ46, f__, g__, s__
4432889,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Intrasporangiaceae, g__Knoellia, s__subterranea
148145,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Oceanospirillales, f__Halomonadaceae, g__Halomonas, s__
953558,k__Bacteria, p__Actinobacteria, c__Acidimicrobiia, o__Acidimicrobiales, f__, g__, s__
201597,k__Bacteria, p__Planctomycetes, c__Planctomycetia, o__Gemmatales, f__Gemmataceae, g__, s__
2714244,k__Bacteria, p__Acidobacteria, c__Acidobacteria-6, o__iii1-15, f__RB40, g__, s__
541406,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Legionellales, f__Coxiellaceae, g__, s__
1146480,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Pseudomonadales, f__Pseudomonadaceae, g__Pseudomonas, s__viridiflava
148149,k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__Rhodocyclales, f__Rhodocyclaceae, g__TS34, s__
549319,k__Bacteria, p__TM7, c__TM7-1, o__, f__, g__, s__
2847581,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodobacterales, f__Hyphomonadaceae, g__Hyphomonas, s__
1127161,k__Bacteria, p__Acidobacteria, c__Solibacteres, o__Solibacterales, f__Solibacteraceae, g__Candidatus Solibacter, s__
511370,k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__, f__, g__, s__
581639,k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__Burkholderiales, f__Comamonadaceae, g__Rubrivivax, s__
279641,k__Bacteria, p__Bacteroidetes, c__Flavobacteriia, o__Flavobacteriales, f__Flavobacteriaceae, g__, s__
247169,k__Bacteria, p__Planctomycetes, c__Phycisphaerae, o__WD2101, f__, g__, s__
3733463,k__Bacteria, p__OD1, c__, o__, f__, g__, s__
4474674,k__Bacteria, p__Actinobacteria, c__Thermoleophilia, o__Gaiellales, f__Gaiellaceae, g__, s__
635786,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Beijerinckiaceae, g__, s__
978693,k__Bacteria, p__Acidobacteria, c__[Chloracidobacteria], o__RB41, f__Ellin6075, g__, s__
253183,k__Bacteria, p__Verrucomicrobia, c__[Pedosphaerae], o__[Pedosphaerales], f__, g__, s__
514001,k__Bacteria, p__Proteobacteria, c__TA18, o__PHOS-HD29, f__, g__, s__
150237,k__Bacteria, p__Bacteroidetes, c__Flavobacteriia, o__Flavobacteriales, f__Flavobacteriaceae, g__, s__
3027859,k__Bacteria, p__Gemmatimonadetes, c__Gemm-3, o__, f__, g__, s__
150235,k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__Thiobacterales, f__, g__, s__
125045,k__Bacteria, p__Actinobacteria, c__Acidimicrobiia, o__Acidimicrobiales, f__C111, g__, s__
4469865,k__Bacteria, p__Gemmatimonadetes, c__Gemm-3, o__, f__, g__, s__
4424931,k__Bacteria, p__Bacteroidetes, c__[Saprospirae], o__[Saprospirales], f__Chitinophagaceae, g__, s__
4470571,k__Bacteria, p__Bacteroidetes, c__Cytophagia, o__Cytophagales, f__Cytophagaceae, g__, s__
904212,k__Bacteria, p__Actinobacteria, c__Acidimicrobiia, o__Acidimicrobiales, f__C111, g__, s__
244128,k__Bacteria, p__Proteobacteria, c__Deltaproteobacteria, o__Myxococcales, f__Haliangiaceae, g__, s__
566212,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Hyphomicrobiaceae, g__Hyphomicrobium, s__
1146158,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__, s__
2375689,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Hyphomicrobiaceae, g__Rhodoplanes, s__
101480,k__Bacteria, p__GN02, c__, o__, f__, g__, s__
226313,k__Bacteria, p__Acidobacteria, c__Solibacteres, o__Solibacterales, f__Solibacteraceae, g__Candidatus Solibacter, s__
215181,k__Bacteria, p__Actinobacteria, c__Acidimicrobiia, o__Acidimicrobiales, f__, g__, s__
4410004,k__Bacteria, p__Bacteroidetes, c__Sphingobacteriia, o__Sphingobacteriales, f__, g__, s__
693048,k__Bacteria, p__Gemmatimonadetes, c__Gemm-5, o__, f__, g__, s__
839450,k__Bacteria, p__Armatimonadetes, c__Chthonomonadetes, o__SJA-22, f__, g__, s__
277217,k__Bacteria, p__TM6, c__SJA-4, o__, f__, g__, s__
1561273,k__Bacteria, p__Planctomycetes, c__BD7-11, o__, f__, g__, s__
4324652,k__Bacteria, p__Bacteroidetes, c__Cytophagia, o__Cytophagales, f__Cytophagaceae, g__Spirosoma, s__
4313356,k__Bacteria, p__Actinobacteria, c__Thermoleophilia, o__Gaiellales, f__Gaiellaceae, g__, s__
2760475,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__, f__, g__, s__
4234522,k__Bacteria, p__Proteobacteria, c__Deltaproteobacteria, o__Myxococcales, f__Myxococcaceae, g__, s__
4465978,k__Bacteria, p__Verrucomicrobia, c__[Pedosphaerae], o__[Pedosphaerales], f__, g__, s__
4465979,k__Bacteria, p__OP8, c__OP8_1, o__, f__, g__, s__
4430956,k__Bacteria, p__Bacteroidetes, c__Cytophagia, o__Cytophagales, f__Cytophagaceae, g__Rhodocytophaga, s__
4156020,k__Bacteria, p__Bacteroidetes, c__Flavobacteriia, o__Flavobacteriales, f__Cryomorphaceae, g__Crocinitomix, s__
4450866,k__Bacteria, p__Chloroflexi, c__Anaerolineae, o__GCA004, f__, g__, s__
4405443,k__Bacteria, p__Bacteroidetes, c__Cytophagia, o__Cytophagales, f__Cytophagaceae, g__, s__
4156025,k__Bacteria, p__Armatimonadetes, c__[Fimbriimonadia], o__[Fimbriimonadales], f__[Fimbriimonadaceae], g__Fimbriimonas, s__
4156024,k__Bacteria, p__BRC1, c__NPL-UPA2, o__, f__, g__, s__
4375219,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Sphingomonadales, f__, g__, s__
4450647,k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__MKC10, f__, g__, s__
4450648,k__Bacteria, p__Spirochaetes, c__MVP-15, o__PL-11B10, f__, g__, s__
624808,k__Bacteria, p__Proteobacteria, c__Deltaproteobacteria, o__Syntrophobacterales, f__Syntrophaceae, g__Syntrophus, s__
4454529,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Pseudomonadales, f__Pseudomonadaceae, g__, s__
4430958,k__Bacteria, p__Elusimicrobia, c__Elusimicrobia, o__FAC88, f__, g__, s__
3768296,k__Bacteria, p__Acidobacteria, c__[Chloracidobacteria], o__RB41, f__, g__, s__
682122,k__Bacteria, p__Verrucomicrobia, c__Opitutae, o__Opitutales, f__Opitutaceae, g__Opitutus, s__
550247,k__Bacteria, p__Acidobacteria, c__Acidobacteriia, o__Acidobacteriales, f__Koribacteraceae, g__, s__
4338392,k__Bacteria, p__Bacteroidetes, c__Cytophagia, o__Cytophagales, f__Cytophagaceae, g__Dyadobacter, s__
1121968,k__Bacteria, p__Proteobacteria, c__Deltaproteobacteria, o__Myxococcales, f__, g__, s__
286227,k__Bacteria, p__Acidobacteria, c__DA052, o__Ellin6513, f__, g__, s__
3832712,k__Bacteria, p__Acidobacteria, c__Acidobacteriia, o__Acidobacteriales, f__Acidobacteriaceae, g__Terriglobus, s__
4433023,k__Bacteria, p__Proteobacteria, c__Deltaproteobacteria, o__NKB15, f__, g__, s__
4379538,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Xanthomonadales, f__Sinobacteraceae, g__, s__
2852379,k__Bacteria, p__Bacteroidetes, c__[Rhodothermi], o__[Rhodothermales], f__Rhodothermaceae, g__Rubricoccus, s__
4321932,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Peptococcaceae, g__Desulfosporosinus, s__meridiei
251580,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Sphingomonadales, f__Sphingomonadaceae, g__, s__
4433029,k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__Burkholderiales, f__Oxalobacteraceae, g__, s__
4379531,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodospirillales, f__Rhodospirillaceae, g__, s__
105077,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Sphingomonadales, f__Sphingomonadaceae, g__Novosphingobium, s__
3264213,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Clostridiaceae, g__Clostridium, s__
1140644,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__, g__, s__
245832,k__Bacteria, p__Planctomycetes, c__Planctomycetia, o__Pirellulales, f__Pirellulaceae, g__, s__
436590,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Xanthomonadales, f__Sinobacteraceae, g__, s__
799959,k__Bacteria, p__Actinobacteria, c__Thermoleophilia, o__Solirubrobacterales, f__Patulibacteraceae, g__, s__
245839,k__Bacteria, p__Armatimonadetes, c__0319-6E2, o__, f__, g__, s__
250187,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Legionellales, f__, g__, s__
219799,k__Bacteria, p__Bacteroidetes, c__Cytophagia, o__Cytophagales, f__Cytophagaceae, g__, s__
2081395,k__Bacteria, p__Gemmatimonadetes, c__Gemm-5, o__, f__, g__, s__
686593,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Rhizobiaceae, g__, s__
4314582,k__Bacteria, p__Firmicutes, c__Bacilli, o__Bacillales, f__Paenibacillaceae, g__Paenibacillus, s__
235971,k__Bacteria, p__Verrucomicrobia, c__[Spartobacteria], o__[Chthoniobacterales], f__[Chthoniobacteraceae], g__Chthoniobacter, s__
4396851,k__Bacteria, p__Acidobacteria, c__[Chloracidobacteria], o__11-24, f__, g__, s__
191698,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Mycobacteriaceae, g__Mycobacterium, s__
610967,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Clostridiaceae, g__Clostridium, s__thermopalmarium
510597,k__Bacteria, p__Proteobacteria, c__Deltaproteobacteria, o__Spirobacillales, f__, g__, s__
589070,k__Bacteria, p__Bacteroidetes, c__[Saprospirae], o__[Saprospirales], f__Chitinophagaceae, g__, s__
1978301,k__Bacteria, p__Acidobacteria, c__Solibacteres, o__Solibacterales, f__, g__, s__
1134094,k__Bacteria, p__Firmicutes, c__Bacilli, o__Bacillales, f__[Exiguobacteraceae], g__Exiguobacterium, s__
4481956,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__, g__, s__
2374554,k__Bacteria, p__Firmicutes, c__Bacilli, o__Bacillales, f__, g__, s__
4324262,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Streptomycetaceae, g__, s__
4329303,k__Bacteria, p__Chloroflexi, c__TK17, o__mle1-48, f__, g__, s__
566683,k__Bacteria, p__Proteobacteria, c__Deltaproteobacteria, o__Desulfuromonadales, f__Geobacteraceae, g__Geobacter, s__
4319984,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__[Mogibacteriaceae], g__Anaerovorax, s__
4316722,k__Bacteria, p__Verrucomicrobia, c__[Pedosphaerae], o__[Pedosphaerales], f__, g__, s__
566462,k__Bacteria, p__Acidobacteria, c__Acidobacteriia, o__Acidobacteriales, f__Koribacteraceae, g__Candidatus Koribacter, s__
4310483,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Pseudonocardiaceae, g__, s__
1104864,k__Bacteria, p__Armatimonadetes, c__[Fimbriimonadia], o__[Fimbriimonadales], f__[Fimbriimonadaceae], g__Fimbriimonas, s__
348588,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Sphingomonadales, f__Sphingomonadaceae, g__Sphingomonas, s__
546058,k__Bacteria, p__Verrucomicrobia, c__Verrucomicrobiae, o__Verrucomicrobiales, f__Verrucomicrobiaceae, g__Luteolibacter, s__
213557,k__Bacteria, p__Acidobacteria, c__Solibacteres, o__Solibacterales, f__, g__, s__
645337,k__Bacteria, p__Fibrobacteres, c__Fibrobacteria, o__258ds10, f__, g__, s__
4309801,k__Bacteria, p__Acidobacteria, c__[Chloracidobacteria], o__RB41, f__, g__, s__
818553,k__Bacteria, p__Proteobacteria, c__Deltaproteobacteria, o__, f__, g__, s__
12396,k__Bacteria, p__WS1, c__, o__, f__, g__, s__
12394,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Micrococcaceae, g__Renibacterium, s__
365948,k__Bacteria, p__Chloroflexi, c__Anaerolineae, o__SBR1031, f__A4b, g__, s__
212836,k__Bacteria, p__Bacteroidetes, c__Flavobacteriia, o__Flavobacteriales, f__Flavobacteriaceae, g__Flavobacterium, s__
4454839,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Enterobacteriales, f__Enterobacteriaceae, g__Enterobacter, s__radicincitans
202544,k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__EC94, f__, g__, s__
4463185,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Streptomycetaceae, g__Streptomyces, s__
594682,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__Porphyromonadaceae, g__Paludibacter, s__
4312403,k__Bacteria, p__Proteobacteria, c__Deltaproteobacteria, o__Bdellovibrionales, f__Bdellovibrionaceae, g__Bdellovibrio, s__
827561,k__Bacteria, p__Proteobacteria, c__Deltaproteobacteria, o__NKB15, f__, g__, s__
250989,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Micromonosporaceae, g__, s__
824064,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Alteromonadales, f__Alteromonadaceae, g__, s__
203626,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Ellin329, f__, g__, s__
588742,k__Bacteria, p__Proteobacteria, c__Deltaproteobacteria, o__Syntrophobacterales, f__Syntrophobacteraceae, g__, s__
134357,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__, s__
270078,k__Bacteria, p__Planctomycetes, c__Planctomycetia, o__Planctomycetales, f__Planctomycetaceae, g__Planctomyces, s__
250987,k__Bacteria, p__Actinobacteria, c__Acidimicrobiia, o__Acidimicrobiales, f__, g__, s__
646970,k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__Rhodocyclales, f__Rhodocyclaceae, g__Dechloromonas, s__
4425568,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__[Tissierellaceae], g__Sedimentibacter, s__
113309,k__Bacteria, p__Bacteroidetes, c__Sphingobacteriia, o__Sphingobacteriales, f__, g__, s__
4362183,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Legionellales, f__Legionellaceae, g__Legionella, s__
249496,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodospirillales, f__Rhodospirillaceae, g__, s__
921687,k__Bacteria, p__Bacteroidetes, c__Flavobacteriia, o__Flavobacteriales, f__Flavobacteriaceae, g__, s__
275776,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Alteromonadales, f__HTCC2188, g__HTCC, s__
1618940,k__Bacteria, p__Proteobacteria, c__Deltaproteobacteria, o__Desulfobacterales, f__Desulfobulbaceae, g__, s__
1111337,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodospirillales, f__Acetobacteraceae, g__Acidocella, s__
820713,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Sphingomonadales, f__Sphingomonadaceae, g__, s__
202572,k__Bacteria, p__Cyanobacteria, c__Synechococcophycideae, o__Synechococcales, f__Synechococcaceae, g__Synechococcus, s__
4429840,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__, s__
4425566,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodobacterales, f__Rhodobacteraceae, g__, s__
4481482,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Cellulomonadaceae, g__Demequina, s__
4481484,k__Bacteria, p__Bacteroidetes, c__Flavobacteriia, o__Flavobacteriales, f__Flavobacteriaceae, g__Flavobacterium, s__
4456474,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__, g__, s__
760529,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Pseudomonadales, f__Pseudomonadaceae, g__, s__
135917,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Methylococcales, f__Crenotrichaceae, g__Crenothrix, s__
4333805,k__Bacteria, p__Bacteroidetes, c__[Saprospirae], o__[Saprospirales], f__Chitinophagaceae, g__Segetibacter, s__
570966,k__Bacteria, p__WS3, c__PRR-12, o__Sediment-1, f__PRR-10, g__, s__
810713,k__Bacteria, p__Proteobacteria, c__Deltaproteobacteria, o__Desulfobacterales, f__Desulfobulbaceae, g__, s__
146122,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__, g__, s__
742099,k__Bacteria, p__PAUC34f, c__, o__, f__, g__, s__
2156139,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__HOC36, f__, g__, s__
4422295,k__Bacteria, p__Chloroflexi, c__S085, o__, f__, g__, s__
4430221,k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__Burkholderiales, f__Comamonadaceae, g__, s__
138031,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodospirillales, f__Acetobacteraceae, g__, s__
1031595,k__Bacteria, p__Verrucomicrobia, c__[Pedosphaerae], o__[Pedosphaerales], f__, g__, s__
926670,k__Bacteria, p__Bacteroidetes, c__[Saprospirae], o__[Saprospirales], f__Saprospiraceae, g__, s__
1112584,k__Bacteria, p__Cyanobacteria, c__Chloroplast, o__Chlorophyta, f__Chlamydomonadaceae, g__Oophila, s__amblystomatis
3540195,k__Bacteria, p__Cyanobacteria, c__Oscillatoriophycideae, o__Chroococcales, f__Xenococcaceae, g__, s__
698469,k__Bacteria, p__Planctomycetes, c__Pla4, o__, f__, g__, s__
157514,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Methylocystaceae, g__, s__
800671,k__Bacteria, p__Actinobacteria, c__Acidimicrobiia, o__Acidimicrobiales, f__C111, g__, s__
1062299,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__, g__, s__
4463765,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Clostridiaceae, g__Clostridium, s__
211660,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__, f__, g__, s__
4463767,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Nocardioidaceae, g__, s__
4463769,k__Bacteria, p__Cyanobacteria, c__Chloroplast, o__Chlorophyta, f__, g__, s__
209136,k__Bacteria, p__Verrucomicrobia, c__[Pedosphaerae], o__[Pedosphaerales], f__, g__, s__
1076759,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodospirillales, f__Acetobacteraceae, g__Roseococcus, s__
320248,k__Bacteria, p__Chloroflexi, c__Anaerolineae, o__SBR1031, f__A4b, g__, s__
4434318,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Nocardiaceae, g__Nocardia, s__
108706,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae, g__Coprococcus, s__
565027,k__Bacteria, p__Proteobacteria, c__Deltaproteobacteria, o__Myxococcales, f__, g__, s__
168276,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Methylocystaceae, g__Pleomorphomonas, s__
243181,k__Bacteria, p__Acidobacteria, c__Acidobacteria-5, o__, f__, g__, s__
202712,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Nocardioidaceae, g__, s__
278073,k__Bacteria, p__OD1, c__SM2F11, o__, f__, g__, s__
565028,k__Bacteria, p__Proteobacteria, c__Deltaproteobacteria, o__Myxococcales, f__Cystobacterineae, g__, s__
1003048,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Methylocystaceae, g__, s__
460604,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Sphingomonadales, f__Erythrobacteraceae, g__, s__
278075,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Sphingomonadales, f__Sphingomonadaceae, g__Zymomonas, s__
742320,k__Bacteria, p__Proteobacteria, c__, o__, f__, g__, s__
4418459,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Alteromonadales, f__Alteromonadaceae, g__Candidatus Endobugula, s__
818146,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__, f__, g__, s__
1101156,k__Bacteria, p__Proteobacteria, c__Deltaproteobacteria, o__Myxococcales, f__Haliangiaceae, g__, s__
2186245,k__Bacteria, p__Armatimonadetes, c__SJA-176, o__GAB-B06, f__, g__, s__
4477135,k__Bacteria, p__OD1, c__Mb-NB09, o__, f__, g__, s__
112964,k__Bacteria, p__Acidobacteria, c__Acidobacteriia, o__Acidobacteriales, f__Acidobacteriaceae, g__, s__
467626,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__, g__, s__
931593,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Micromonosporaceae, g__Pilimelia, s__
964020,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Xanthomonadales, f__Xanthomonadaceae, g__Luteimonas, s__
4391550,k__Bacteria, p__Bacteroidetes, c__Cytophagia, o__Cytophagales, f__Cytophagaceae, g__Pontibacter, s__
112962,k__Bacteria, p__Chloroflexi, c__Chloroflexi, o__Herpetosiphonales, f__, g__, s__
4480536,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Thiotrichales, f__Piscirickettsiaceae, g__, s__
1062123,k__Bacteria, p__Bacteroidetes, c__Cytophagia, o__Cytophagales, f__Cytophagaceae, g__Dyadobacter, s__
172955,k__Bacteria, p__Firmicutes, c__Bacilli, o__Bacillales, f__Paenibacillaceae, g__Paenibacillus, s__
4377105,k__Bacteria, p__Bacteroidetes, c__[Saprospirae], o__[Saprospirales], f__Chitinophagaceae, g__, s__
4377104,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Bradyrhizobiaceae, g__, s__
775409,k__Bacteria, p__Chloroflexi, c__Ellin6529, o__, f__, g__, s__
4377106,k__Bacteria, p__Bacteroidetes, c__[Saprospirae], o__[Saprospirales], f__Chitinophagaceae, g__Flavisolibacter, s__
324544,k__Bacteria, p__Chloroflexi, c__Anaerolineae, o__Caldilineales, f__Caldilineaceae, g__, s__
4377100,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Streptosporangiaceae, g__Nonomuraea, s__
4377103,k__Bacteria, p__Armatimonadetes, c__Chthonomonadetes, o__Chthonomonadales, f__, g__, s__
4377102,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodobacterales, f__Rhodobacteraceae, g__Rubellimicrobium, s__
237538,k__Bacteria, p__TM6, c__SJA-4, o__, f__, g__, s__
237539,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodospirillales, f__Rhodospirillaceae, g__, s__
1113180,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodobacterales, f__Rhodobacteraceae, g__Rubellimicrobium, s__
